ID_BVOTE,SCRUTIN,ANNEE,TOUR,DATE,NUM_CIRC,NUM_QUARTIER,NUM_ARROND,NUM_BUREAU,NB_PROCU,NB_INSCR,NB_EMARG,NB_VOTANT,NB_BLANC,NB_NUL,NB_EXPRIM,M. PENG Chang Hua,M. COUMET Jérôme,M. OLIVIER Jean-Baptiste,M. GRÉGOIRE Emmanuel,Mme MAZETIER Sandrine,Mme MONTANDON Valérie,Mme HERVIEU Céline    ,M. GANTZER Gaspard    ,M. LECOQ Jean-Pierre    ,M. FORT Bertil,Mme CORDEBARD Alexandra    ,M. AMELLAL Karim,M. RUPIN Pacôme    ,M. VÉRON Aurélien,M. WEIL Ariel,Mme LEMARDELEY Marie-Christine,Mme BERTHOUT Florence,Mme Garnier Nelly,M. VAUGLIN François,M. POITOUX Guillaume,Mme IBLED Catherine,Mme EVREN Agnès,Mme TORANIAN Anouch,M. VILLANI Cédric,Mme CARRERE-GEE Marie-Claire,M. AZIERE Éric,PETIT Carine,M. SZPINER Francis,Mme SEBBAH Hanna,Mme BUZIN Agnès ,M. BOULARD Geoffroy    ,Mme TAÏEB Karen,M. ROUXEL Olivier,DAGNAUD François,Mme TOUBIANA Marie,LEJOINDRE Eric,BOURNAZEL Pierre-Yves,M. GRANIER Rudolph,M. PLIEZ Eric,M. DIDIER François-Marie,Mme SIMONNET Danielle,Mme CALANDRA Frédérique,Mme D'HAUTESERRE Jeanne,Mme LÉCUYER Catherine   ,Mme MICHEL Athénaïs,Mme SEGOND Sophie    ,M. MAURIN Pierre,Mme BURKLI Delphine,M. NGATCHA Arnaud
2-6,Municipales,2020,2,2020-06-28,1,7,2,6,51,1459,559,559,7,7,545,,,,,,,,,,,,,94.0,168.0,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-7,Municipales,2020,2,2020-06-28,1,8,2,7,30,1494,594,594,10,5,579,,,,,,,,,,,,,88.0,166.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-8,Municipales,2020,2,2020-06-28,1,8,2,8,53,1821,660,660,8,3,649,,,,,,,,,,,,,83.0,146.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-9,Municipales,2020,2,2020-06-28,1,8,2,9,32,1707,621,621,10,6,605,,,,,,,,,,,,,89.0,117.0,399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-10,Municipales,2020,2,2020-06-28,1,8,2,10,22,1381,528,528,3,4,521,,,,,,,,,,,,,72.0,126.0,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-1,Municipales,2020,2,2020-06-28,14,62,16,1,24,1468,464,465,17,5,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.0,78.0,,,,,,,,,,,,,,,,,,,,
16-2,Municipales,2020,2,2020-06-28,14,62,16,2,40,1557,545,545,11,9,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.0,97.0,,,,,,,,,,,,,,,,,,,,
16-3,Municipales,2020,2,2020-06-28,14,62,16,3,26,1513,441,441,8,3,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,70.0,,,,,,,,,,,,,,,,,,,,
16-4,Municipales,2020,2,2020-06-28,14,62,16,4,50,1610,500,504,4,4,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.0,104.0,,,,,,,,,,,,,,,,,,,,
16-5,Municipales,2020,2,2020-06-28,14,62,16,5,31,1286,404,404,10,5,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,97.0,,,,,,,,,,,,,,,,,,,,
16-6,Municipales,2020,2,2020-06-28,14,62,16,6,61,1287,501,501,13,5,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,127.0,,,,,,,,,,,,,,,,,,,,
16-7,Municipales,2020,2,2020-06-28,14,62,16,7,30,1375,417,417,18,4,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,89.0,,,,,,,,,,,,,,,,,,,,
16-8,Municipales,2020,2,2020-06-28,14,62,16,8,26,1277,446,445,7,13,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0,80.0,,,,,,,,,,,,,,,,,,,,
16-9,Municipales,2020,2,2020-06-28,14,62,16,9,35,1221,425,425,11,4,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,86.0,,,,,,,,,,,,,,,,,,,,
16-10,Municipales,2020,2,2020-06-28,14,62,16,10,27,1397,454,454,11,4,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,120.0,,,,,,,,,,,,,,,,,,,,
16-11,Municipales,2020,2,2020-06-28,14,62,16,11,59,1249,426,426,14,4,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,101.0,,,,,,,,,,,,,,,,,,,,
16-12,Municipales,2020,2,2020-06-28,14,62,16,12,21,1285,405,405,16,0,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0,86.0,,,,,,,,,,,,,,,,,,,,
16-13,Municipales,2020,2,2020-06-28,14,62,16,13,29,1411,507,507,15,9,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.0,116.0,,,,,,,,,,,,,,,,,,,,
16-14,Municipales,2020,2,2020-06-28,14,62,16,14,39,1309,459,459,11,4,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0,96.0,,,,,,,,,,,,,,,,,,,,
16-15,Municipales,2020,2,2020-06-28,14,62,16,15,33,1252,436,436,18,8,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.0,94.0,,,,,,,,,,,,,,,,,,,,
16-16,Municipales,2020,2,2020-06-28,14,62,16,16,33,1331,475,475,13,7,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0,122.0,,,,,,,,,,,,,,,,,,,,
16-17,Municipales,2020,2,2020-06-28,14,62,16,17,28,1416,561,561,18,3,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,134.0,,,,,,,,,,,,,,,,,,,,
16-18,Municipales,2020,2,2020-06-28,14,62,16,18,26,1412,483,482,14,16,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,113.0,,,,,,,,,,,,,,,,,,,,
16-19,Municipales,2020,2,2020-06-28,14,62,16,19,34,1325,436,436,22,8,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,99.0,,,,,,,,,,,,,,,,,,,,
16-20,Municipales,2020,2,2020-06-28,14,62,16,20,44,1523,523,523,16,5,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.0,111.0,,,,,,,,,,,,,,,,,,,,
16-21,Municipales,2020,2,2020-06-28,14,61,16,21,27,1469,519,519,20,10,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.0,119.0,,,,,,,,,,,,,,,,,,,,
16-22,Municipales,2020,2,2020-06-28,14,61,16,22,39,1632,601,601,28,3,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0,121.0,,,,,,,,,,,,,,,,,,,,
16-23,Municipales,2020,2,2020-06-28,14,61,16,23,37,1409,516,516,18,4,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0,80.0,,,,,,,,,,,,,,,,,,,,
16-24,Municipales,2020,2,2020-06-28,14,61,16,24,19,1429,437,437,18,2,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,77.0,,,,,,,,,,,,,,,,,,,,
16-25,Municipales,2020,2,2020-06-28,14,61,16,25,22,1444,458,458,16,14,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.0,102.0,,,,,,,,,,,,,,,,,,,,
16-26,Municipales,2020,2,2020-06-28,14,61,16,26,25,1474,488,488,13,6,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0,123.0,,,,,,,,,,,,,,,,,,,,
16-27,Municipales,2020,2,2020-06-28,14,61,16,27,38,1304,452,452,10,6,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0,107.0,,,,,,,,,,,,,,,,,,,,
16-28,Municipales,2020,2,2020-06-28,14,61,16,28,28,1284,440,441,13,10,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0,115.0,,,,,,,,,,,,,,,,,,,,
16-29,Municipales,2020,2,2020-06-28,14,61,16,29,37,1299,459,458,19,8,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,109.0,,,,,,,,,,,,,,,,,,,,
16-30,Municipales,2020,2,2020-06-28,14,61,16,30,36,1381,489,489,18,6,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0,120.0,,,,,,,,,,,,,,,,,,,,
16-31,Municipales,2020,2,2020-06-28,14,61,16,31,38,1364,490,490,17,7,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,116.0,,,,,,,,,,,,,,,,,,,,
16-32,Municipales,2020,2,2020-06-28,14,61,16,32,31,1503,482,483,21,10,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,143.0,,,,,,,,,,,,,,,,,,,,
16-33,Municipales,2020,2,2020-06-28,14,61,16,33,39,1521,527,527,24,3,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,149.0,,,,,,,,,,,,,,,,,,,,
16-34,Municipales,2020,2,2020-06-28,14,61,16,34,52,1647,544,544,10,4,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,140.0,,,,,,,,,,,,,,,,,,,,
16-35,Municipales,2020,2,2020-06-28,14,61,16,35,56,1206,455,456,7,7,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,119.0,,,,,,,,,,,,,,,,,,,,
16-36,Municipales,2020,2,2020-06-28,14,61,16,36,17,1481,409,409,25,8,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.0,97.0,,,,,,,,,,,,,,,,,,,,
16-37,Municipales,2020,2,2020-06-28,14,61,16,37,29,1410,483,482,24,8,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,128.0,,,,,,,,,,,,,,,,,,,,
16-38,Municipales,2020,2,2020-06-28,14,61,16,38,41,1582,533,532,20,7,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.0,151.0,,,,,,,,,,,,,,,,,,,,
16-39,Municipales,2020,2,2020-06-28,14,61,16,39,32,1497,454,454,26,8,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,110.0,,,,,,,,,,,,,,,,,,,,
16-40,Municipales,2020,2,2020-06-28,14,61,16,40,26,1539,437,437,20,10,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,112.0,,,,,,,,,,,,,,,,,,,,
16-41,Municipales,2020,2,2020-06-28,14,61,16,41,12,1552,485,485,31,12,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0,121.0,,,,,,,,,,,,,,,,,,,,
16-42,Municipales,2020,2,2020-06-28,14,61,16,42,34,1185,385,384,11,2,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,109.0,,,,,,,,,,,,,,,,,,,,
16-43,Municipales,2020,2,2020-06-28,14,61,16,43,19,1295,392,392,13,5,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0,100.0,,,,,,,,,,,,,,,,,,,,
16-44,Municipales,2020,2,2020-06-28,14,61,16,44,9,1311,378,378,31,13,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,96.0,,,,,,,,,,,,,,,,,,,,
16-45,Municipales,2020,2,2020-06-28,14,61,16,45,13,1368,359,359,23,5,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,112.0,,,,,,,,,,,,,,,,,,,,
16-46,Municipales,2020,2,2020-06-28,14,61,16,46,11,1228,341,340,27,9,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,87.0,,,,,,,,,,,,,,,,,,,,
16-47,Municipales,2020,2,2020-06-28,14,61,16,47,10,1591,473,473,33,9,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,103.0,,,,,,,,,,,,,,,,,,,,
16-48,Municipales,2020,2,2020-06-28,14,61,16,48,23,1445,484,484,30,3,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0,113.0,,,,,,,,,,,,,,,,,,,,
16-49,Municipales,2020,2,2020-06-28,14,61,16,49,28,1573,548,548,10,13,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.0,117.0,,,,,,,,,,,,,,,,,,,,
16-50,Municipales,2020,2,2020-06-28,14,61,16,50,24,1686,583,583,23,8,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0,149.0,,,,,,,,,,,,,,,,,,,,
16-51,Municipales,2020,2,2020-06-28,14,63,16,51,43,1709,494,495,22,2,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,128.0,,,,,,,,,,,,,,,,,,,,
16-52,Municipales,2020,2,2020-06-28,14,63,16,52,13,1621,489,489,15,5,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.0,103.0,,,,,,,,,,,,,,,,,,,,
16-53,Municipales,2020,2,2020-06-28,4,63,16,53,21,1449,423,423,9,6,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,69.0,,,,,,,,,,,,,,,,,,,,
16-54,Municipales,2020,2,2020-06-28,4,63,16,54,24,1410,372,372,6,4,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.0,99.0,,,,,,,,,,,,,,,,,,,,
16-55,Municipales,2020,2,2020-06-28,4,63,16,55,23,1578,543,543,12,3,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,104.0,,,,,,,,,,,,,,,,,,,,
16-56,Municipales,2020,2,2020-06-28,4,63,16,56,23,1483,452,466,3,11,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0,69.0,,,,,,,,,,,,,,,,,,,,
16-57,Municipales,2020,2,2020-06-28,4,63,16,57,25,1493,492,492,26,3,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0,94.0,,,,,,,,,,,,,,,,,,,,
16-58,Municipales,2020,2,2020-06-28,4,63,16,58,15,1497,438,438,6,7,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0,87.0,,,,,,,,,,,,,,,,,,,,
16-59,Municipales,2020,2,2020-06-28,4,63,16,59,32,1509,552,551,11,2,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.0,125.0,,,,,,,,,,,,,,,,,,,,
16-60,Municipales,2020,2,2020-06-28,4,63,16,60,38,1504,486,486,11,4,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.0,83.0,,,,,,,,,,,,,,,,,,,,
16-61,Municipales,2020,2,2020-06-28,4,64,16,61,33,1372,429,429,6,5,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0,97.0,,,,,,,,,,,,,,,,,,,,
16-62,Municipales,2020,2,2020-06-28,4,64,16,62,13,1469,453,453,22,4,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0,95.0,,,,,,,,,,,,,,,,,,,,
16-63,Municipales,2020,2,2020-06-28,4,64,16,63,76,1430,456,456,20,10,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,111.0,,,,,,,,,,,,,,,,,,,,
16-64,Municipales,2020,2,2020-06-28,4,64,16,64,17,1191,401,401,13,4,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0,95.0,,,,,,,,,,,,,,,,,,,,
16-65,Municipales,2020,2,2020-06-28,4,65,16,65,10,1389,420,420,15,4,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,78.0,,,,,,,,,,,,,,,,,,,,
16-66,Municipales,2020,2,2020-06-28,4,64,16,66,11,1203,320,320,10,2,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,69.0,,,,,,,,,,,,,,,,,,,,
16-67,Municipales,2020,2,2020-06-28,4,64,16,67,18,1332,425,425,14,6,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.0,80.0,,,,,,,,,,,,,,,,,,,,
16-68,Municipales,2020,2,2020-06-28,4,64,16,68,33,1396,386,386,11,6,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,71.0,,,,,,,,,,,,,,,,,,,,
17-1,Municipales,2020,2,2020-06-28,3,67,17,1,25,1405,493,493,7,4,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,203.0,220.0,,,,,,,,,,,,,,,,,
17-2,Municipales,2020,2,2020-06-28,3,67,17,2,29,1460,497,497,4,2,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,230.0,203.0,,,,,,,,,,,,,,,,,
17-3,Municipales,2020,2,2020-06-28,3,67,17,3,47,1505,553,553,7,5,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,210.0,258.0,,,,,,,,,,,,,,,,,
17-4,Municipales,2020,2,2020-06-28,3,67,17,4,29,1548,546,547,12,2,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,192.0,257.0,,,,,,,,,,,,,,,,,
17-5,Municipales,2020,2,2020-06-28,3,67,17,5,38,1456,592,592,9,3,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,295.0,218.0,,,,,,,,,,,,,,,,,
17-6,Municipales,2020,2,2020-06-28,3,67,17,6,48,1435,519,519,12,9,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,245.0,158.0,,,,,,,,,,,,,,,,,
17-7,Municipales,2020,2,2020-06-28,3,67,17,7,49,1454,618,618,10,5,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,260.0,261.0,,,,,,,,,,,,,,,,,
17-8,Municipales,2020,2,2020-06-28,3,67,17,8,36,1523,572,572,9,5,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,262.0,216.0,,,,,,,,,,,,,,,,,
17-9,Municipales,2020,2,2020-06-28,3,67,17,9,50,1701,680,680,12,5,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,279.0,276.0,,,,,,,,,,,,,,,,,
17-10,Municipales,2020,2,2020-06-28,3,67,17,10,29,1410,513,511,7,5,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,261.0,161.0,,,,,,,,,,,,,,,,,
17-11,Municipales,2020,2,2020-06-28,3,67,17,11,30,1446,576,576,8,3,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,297.0,195.0,,,,,,,,,,,,,,,,,
17-12,Municipales,2020,2,2020-06-28,3,67,17,12,32,1508,580,580,12,6,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,278.0,190.0,,,,,,,,,,,,,,,,,
17-13,Municipales,2020,2,2020-06-28,3,67,17,13,33,1600,567,567,4,4,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,257.0,220.0,,,,,,,,,,,,,,,,,
17-14,Municipales,2020,2,2020-06-28,3,67,17,14,45,1591,585,585,6,5,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,342.0,151.0,,,,,,,,,,,,,,,,,
17-15,Municipales,2020,2,2020-06-28,3,67,17,15,31,1469,567,567,7,5,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,352.0,125.0,,,,,,,,,,,,,,,,,
17-16,Municipales,2020,2,2020-06-28,3,67,17,16,37,2225,820,821,8,13,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,411.0,320.0,,,,,,,,,,,,,,,,,
17-17,Municipales,2020,2,2020-06-28,3,67,17,17,12,1566,491,491,9,6,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,286.0,142.0,,,,,,,,,,,,,,,,,
17-18,Municipales,2020,2,2020-06-28,3,68,17,18,12,1466,477,477,7,8,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,223.0,192.0,,,,,,,,,,,,,,,,,
17-19,Municipales,2020,2,2020-06-28,3,68,17,19,4,1248,285,285,11,2,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,129.0,120.0,,,,,,,,,,,,,,,,,
17-20,Municipales,2020,2,2020-06-28,3,68,17,20,3,1333,358,358,12,4,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,168.0,144.0,,,,,,,,,,,,,,,,,
17-21,Municipales,2020,2,2020-06-28,3,68,17,21,36,1408,499,499,8,5,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,184.0,237.0,,,,,,,,,,,,,,,,,
17-22,Municipales,2020,2,2020-06-28,3,68,17,22,18,1215,433,433,6,3,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,158.0,220.0,,,,,,,,,,,,,,,,,
17-23,Municipales,2020,2,2020-06-28,3,68,17,23,4,1417,321,321,7,4,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,150.0,123.0,,,,,,,,,,,,,,,,,
17-24,Municipales,2020,2,2020-06-28,3,68,17,24,24,1171,495,495,9,4,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,185.0,234.0,,,,,,,,,,,,,,,,,
17-25,Municipales,2020,2,2020-06-28,3,68,17,25,25,1851,654,654,20,5,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,275.0,288.0,,,,,,,,,,,,,,,,,
17-26,Municipales,2020,2,2020-06-28,3,68,17,26,25,1419,491,491,9,4,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,162.0,265.0,,,,,,,,,,,,,,,,,
17-27,Municipales,2020,2,2020-06-28,3,68,17,27,18,1615,518,518,9,9,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,227.0,220.0,,,,,,,,,,,,,,,,,
17-28,Municipales,2020,2,2020-06-28,3,68,17,28,31,1630,629,629,11,2,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,271.0,253.0,,,,,,,,,,,,,,,,,
17-29,Municipales,2020,2,2020-06-28,3,68,17,29,33,1775,615,615,6,5,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,208.0,329.0,,,,,,,,,,,,,,,,,
17-30,Municipales,2020,2,2020-06-28,3,68,17,30,32,1322,494,495,14,8,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,182.0,252.0,,,,,,,,,,,,,,,,,
17-31,Municipales,2020,2,2020-06-28,3,68,17,31,24,1413,513,513,8,3,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,190.0,247.0,,,,,,,,,,,,,,,,,
17-32,Municipales,2020,2,2020-06-28,3,68,17,32,27,1472,551,551,7,5,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,226.0,243.0,,,,,,,,,,,,,,,,,
17-33,Municipales,2020,2,2020-06-28,3,68,17,33,28,1444,530,530,1,3,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,178.0,296.0,,,,,,,,,,,,,,,,,
17-34,Municipales,2020,2,2020-06-28,3,68,17,34,26,1440,552,552,13,4,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,204.0,279.0,,,,,,,,,,,,,,,,,
17-35,Municipales,2020,2,2020-06-28,3,68,17,35,27,1292,505,505,15,2,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,222.0,211.0,,,,,,,,,,,,,,,,,
17-36,Municipales,2020,2,2020-06-28,4,66,17,36,20,1475,475,475,7,6,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,286.0,127.0,,,,,,,,,,,,,,,,,
17-37,Municipales,2020,2,2020-06-28,4,66,17,37,33,1473,590,590,5,5,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,442.0,74.0,,,,,,,,,,,,,,,,,
17-38,Municipales,2020,2,2020-06-28,4,66,17,38,20,1466,573,574,8,4,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,384.0,125.0,,,,,,,,,,,,,,,,,
17-39,Municipales,2020,2,2020-06-28,4,66,17,39,12,1423,408,408,2,11,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,252.0,114.0,,,,,,,,,,,,,,,,,
17-40,Municipales,2020,2,2020-06-28,4,66,17,40,53,1517,627,625,9,4,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,408.0,117.0,,,,,,,,,,,,,,,,,
17-41,Municipales,2020,2,2020-06-28,4,66,17,41,54,1537,599,599,6,2,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,413.0,92.0,,,,,,,,,,,,,,,,,
17-42,Municipales,2020,2,2020-06-28,4,66,17,42,38,1598,640,640,6,1,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,440.0,99.0,,,,,,,,,,,,,,,,,
17-43,Municipales,2020,2,2020-06-28,4,66,17,43,43,1504,572,572,6,1,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,399.0,85.0,,,,,,,,,,,,,,,,,
17-44,Municipales,2020,2,2020-06-28,4,66,17,44,37,1545,567,570,11,3,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,368.0,114.0,,,,,,,,,,,,,,,,,
17-45,Municipales,2020,2,2020-06-28,4,66,17,45,51,1552,593,593,4,2,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,381.0,116.0,,,,,,,,,,,,,,,,,
17-46,Municipales,2020,2,2020-06-28,4,66,17,46,46,1535,560,561,4,4,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,322.0,155.0,,,,,,,,,,,,,,,,,
17-47,Municipales,2020,2,2020-06-28,4,66,17,47,77,1481,624,624,5,4,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,426.0,94.0,,,,,,,,,,,,,,,,,
17-48,Municipales,2020,2,2020-06-28,4,66,17,48,40,1381,515,515,7,2,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,349.0,75.0,,,,,,,,,,,,,,,,,
17-49,Municipales,2020,2,2020-06-28,4,66,17,49,37,1391,616,617,0,6,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,438.0,102.0,,,,,,,,,,,,,,,,,
17-50,Municipales,2020,2,2020-06-28,4,66,17,50,42,1460,597,597,3,1,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,410.0,100.0,,,,,,,,,,,,,,,,,
17-51,Municipales,2020,2,2020-06-28,4,66,17,51,25,1421,572,572,4,1,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,385.0,98.0,,,,,,,,,,,,,,,,,
17-52,Municipales,2020,2,2020-06-28,4,66,17,52,29,1525,598,598,10,3,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,407.0,115.0,,,,,,,,,,,,,,,,,
17-53,Municipales,2020,2,2020-06-28,4,65,17,53,41,1567,634,634,6,3,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,437.0,123.0,,,,,,,,,,,,,,,,,
17-54,Municipales,2020,2,2020-06-28,4,65,17,54,41,1586,631,631,6,6,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,412.0,127.0,,,,,,,,,,,,,,,,,
17-55,Municipales,2020,2,2020-06-28,4,65,17,55,31,1640,625,625,5,3,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,412.0,95.0,,,,,,,,,,,,,,,,,
17-56,Municipales,2020,2,2020-06-28,4,65,17,56,41,1730,610,610,5,5,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,365.0,154.0,,,,,,,,,,,,,,,,,
17-57,Municipales,2020,2,2020-06-28,4,65,17,57,38,1505,476,474,6,6,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,298.0,127.0,,,,,,,,,,,,,,,,,
17-58,Municipales,2020,2,2020-06-28,4,65,17,58,19,1474,494,494,7,6,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,321.0,108.0,,,,,,,,,,,,,,,,,
