id_bvote, scrutin, annee, tour, date, num_circ, num_quartier, num_arrond, num_bureau, nb_procu, nb_inscr, nb_emarg, nb_blanc, nb_nul, nb_exprim
19-30,Municipales,2020,1,2020-03-15,16,75,19,30,27,1574,718,718,2,5
19-31,Municipales,2020,1,2020-03-15,16,75,19,31,16,1505,648,650,7,5
19-32,Municipales,2020,1,2020-03-15,16,75,19,32,33,1509,743,743,5,6
19-33,Municipales,2020,1,2020-03-15,16,75,19,33,13,1414,471,471,5,4
19-34,Municipales,2020,1,2020-03-15,16,75,19,34,14,1316,588,588,6,8
19-35,Municipales,2020,1,2020-03-15,16,75,19,35,7,1111,335,335,7,8
19-36,Municipales,2020,1,2020-03-15,16,75,19,36,12,1353,494,494,1,4
19-37,Municipales,2020,1,2020-03-15,16,75,19,37,6,1385,459,459,4,8
19-38,Municipales,2020,1,2020-03-15,16,75,19,38,26,1403,524,524,3,10
19-39,Municipales,2020,1,2020-03-15,16,75,19,39,27,1449,585,585,8,6
19-40,Municipales,2020,1,2020-03-15,16,75,19,40,9,1410,489,489,7,13
19-41,Municipales,2020,1,2020-03-15,16,74,19,41,5,1482,460,460,9,7
19-42,Municipales,2020,1,2020-03-15,16,74,19,42,5,1211,293,293,1,10
19-43,Municipales,2020,1,2020-03-15,16,74,19,43,4,1391,326,326,2,1
19-44,Municipales,2020,1,2020-03-15,16,74,19,44,5,1536,371,371,4,3
19-45,Municipales,2020,1,2020-03-15,16,74,19,45,7,1568,499,499,6,8
19-46,Municipales,2020,1,2020-03-15,16,74,19,46,12,1840,615,615,6,6
19-47,Municipales,2020,1,2020-03-15,16,74,19,47,21,1876,736,736,3,13
19-48,Municipales,2020,1,2020-03-15,16,74,19,48,22,1875,721,721,3,9
19-49,Municipales,2020,1,2020-03-15,16,74,19,49,11,1641,540,540,1,12
19-50,Municipales,2020,1,2020-03-15,16,74,19,50,11,1095,435,435,3,7
19-51,Municipales,2020,1,2020-03-15,17,73,19,51,8,1577,448,448,8,13
19-52,Municipales,2020,1,2020-03-15,17,73,19,52,12,1544,550,550,7,10
19-53,Municipales,2020,1,2020-03-15,17,73,19,53,12,1496,498,498,3,6
19-54,Municipales,2020,1,2020-03-15,17,73,19,54,17,1570,586,586,5,11
19-55,Municipales,2020,1,2020-03-15,17,73,19,55,6,1498,380,380,4,9
19-56,Municipales,2020,1,2020-03-15,17,73,19,56,4,1401,451,451,3,9
19-57,Municipales,2020,1,2020-03-15,17,73,19,57,9,1364,325,325,5,9
19-58,Municipales,2020,1,2020-03-15,17,73,19,58,32,1615,716,718,3,8
19-59,Municipales,2020,1,2020-03-15,17,73,19,59,8,1588,654,654,3,16
19-60,Municipales,2020,1,2020-03-15,17,73,19,60,25,1616,588,588,0,5
19-61,Municipales,2020,1,2020-03-15,17,73,19,61,24,1509,579,579,2,13
19-62,Municipales,2020,1,2020-03-15,17,73,19,62,10,1623,582,582,4,9
19-63,Municipales,2020,1,2020-03-15,17,73,19,63,14,1480,534,534,1,7
19-64,Municipales,2020,1,2020-03-15,17,73,19,64,15,1609,619,619,2,10
19-65,Municipales,2020,1,2020-03-15,17,73,19,65,15,1518,591,591,4,10
19-66,Municipales,2020,1,2020-03-15,17,73,19,66,23,1599,631,631,6,7
19-67,Municipales,2020,1,2020-03-15,17,73,19,67,8,1659,557,557,6,16
19-68,Municipales,2020,1,2020-03-15,17,73,19,68,15,1595,474,474,8,4
19-69,Municipales,2020,1,2020-03-15,17,73,19,69,14,1587,481,481,8,7
19-70,Municipales,2020,1,2020-03-15,17,73,19,70,12,1357,468,469,7,2
19-71,Municipales,2020,1,2020-03-15,16,74,19,71,2,1161,327,328,5,4
